Source,Target,Path,Length
20,75,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (405, {'title_length': 8, 'ctime_length': 1680152588, 'duration_length': 16, 'tid': 222, 'pagerank': 2.9081203389669664e-05}), (47, {'title_length': 12, 'ctime_length': 1680525658, 'duration_length': 28, 'tid': 222, 'pagerank': 3.2340802346598e-05}), (52, {'title_length': 10, 'ctime_length': 1675439074, 'duration_length': 27, 'tid': 222, 'pagerank': 3.852280036835863e-05}), (43, {'title_length': 6, 'ctime_length': 1677996176, 'duration_length': 82, 'tid': 221, 'pagerank': 3.349656719414455e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (42, {'title_length': 16, 'ctime_length': 1680116078, 'duration_length': 214, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (81, {'title_length': 9, 'ctime_length': 1669612286, 'duration_length': 11, 'tid': 75, 'pagerank': 2.924980333571768e-05})]",11
20,76,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (109, {'title_length': 15, 'ctime_length': 1680160056, 'duration_length': 338, 'tid': 138, 'pagerank': 4.416687432373328e-05}), (181, {'title_length': 19, 'ctime_length': 1680275160, 'duration_length': 170, 'tid': 183, 'pagerank': 3.174617044447748e-05}), (89, {'title_length': 9, 'ctime_length': 1680263176, 'duration_length': 160, 'tid': 138, 'pagerank': 3.316506874949942e-05}), (289, {'title_length': 10, 'ctime_length': 1680148860, 'duration_length': 34, 'tid': 76, 'pagerank': 3.419540175312619e-05})]",6
20,85,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (397, {'title_length': 26, 'ctime_length': 1680195247, 'duration_length': 38, 'tid': 85, 'pagerank': 2.84630035874936e-05})]",2
20,121,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (1260, {'title_length': 20, 'ctime_length': 1679070815, 'duration_length': 62, 'tid': 138, 'pagerank': 3.0486202940069805e-05}), (451, {'title_length': 16, 'ctime_length': 1678437157, 'duration_length': 164, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (1652, {'title_length': 7, 'ctime_length': 1677851935, 'duration_length': 65, 'tid': 121, 'pagerank': 3.1722602544421935e-05})]",5
20,122,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05})]",2
20,124,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (488, {'title_length': 13, 'ctime_length': 1680753535, 'duration_length': 11, 'tid': 21, 'pagerank': 3.502173398661132e-05}), (259, {'title_length': 4, 'ctime_length': 1680669402, 'duration_length': 21, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (363, {'title_length': 17, 'ctime_length': 1680623072, 'duration_length': 43, 'tid': 138, 'pagerank': 3.030957442516236e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (459, {'title_length': 24, 'ctime_length': 1680869589, 'duration_length': 527, 'tid': 250, 'pagerank': 3.728640076400651e-05}), (450, {'title_length': 23, 'ctime_length': 1680168762, 'duration_length': 282, 'tid': 250, 'pagerank': 3.543180135747832e-05}), (472, {'title_length': 26, 'ctime_length': 1680314789, 'duration_length': 449, 'tid': 124, 'pagerank': 2.8631603533541615e-05})]",9
20,136,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (388, {'title_length': 21, 'ctime_length': 1679831935, 'duration_length': 96, 'tid': 21, 'pagerank': 3.0317602994021788e-05}), (446, {'title_length': 35, 'ctime_length': 1679736986, 'duration_length': 197, 'tid': 138, 'pagerank': 3.156186242892188e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (965, {'title_length': 10, 'ctime_length': 1679819410, 'duration_length': 85, 'tid': 136, 'pagerank': 2.9043736734992328e-05})]",5
20,137,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (485, {'title_length': 9, 'ctime_length': 1680517723, 'duration_length': 110, 'tid': 250, 'pagerank': 3.7102025384410135e-05}), (496, {'title_length': 18, 'ctime_length': 1680592135, 'duration_length': 655, 'tid': 137, 'pagerank': 3.0486202940069805e-05})]",4
20,138,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (485, {'title_length': 9, 'ctime_length': 1680517723, 'duration_length': 110, 'tid': 250, 'pagerank': 3.7102025384410135e-05}), (511, {'title_length': 15, 'ctime_length': 1680518409, 'duration_length': 913, 'tid': 138, 'pagerank': 2.8631603533541615e-05})]",4
20,146,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (385, {'title_length': 62, 'ctime_length': 1679481528, 'duration_length': 123, 'tid': 124, 'pagerank': 2.9081203389669664e-05}), (276, {'title_length': 78, 'ctime_length': 1680666125, 'duration_length': 156, 'tid': 124, 'pagerank': 3.492218194422514e-05}), (437, {'title_length': 41, 'ctime_length': 1679107162, 'duration_length': 884, 'tid': 201, 'pagerank': 3.50763169819521e-05}), (1249, {'title_length': 13, 'ctime_length': 1679193148, 'duration_length': 348, 'tid': 138, 'pagerank': 3.0212382014842917e-05}), (590, {'title_length': 24, 'ctime_length': 1675316391, 'duration_length': 6347, 'tid': 146, 'pagerank': 2.9868003137893746e-05})]",6
20,147,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (107, {'title_length': 9, 'ctime_length': 1680172360, 'duration_length': 133, 'tid': 138, 'pagerank': 2.9081203389669664e-05}), (457, {'title_length': 22, 'ctime_length': 1681223404, 'duration_length': 10392, 'tid': 147, 'pagerank': 3.1722602544421935e-05})]",3
20,154,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1153, {'title_length': 15, 'ctime_length': 1679719996, 'duration_length': 50, 'tid': 162, 'pagerank': 5.854129284305864e-05}), (1244, {'title_length': 18, 'ctime_length': 1679028166, 'duration_length': 67, 'tid': 162, 'pagerank': 3.982788883961921e-05}), (1267, {'title_length': 17, 'ctime_length': 1679293271, 'duration_length': 105, 'tid': 154, 'pagerank': 2.924980333571768e-05})]",7
20,157,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (392, {'title_length': 30, 'ctime_length': 1680060742, 'duration_length': 227, 'tid': 250, 'pagerank': 3.155400259837391e-05}), (411, {'title_length': 30, 'ctime_length': 1680082602, 'duration_length': 812, 'tid': 250, 'pagerank': 4.442429452433948e-05}), (448, {'title_length': 21, 'ctime_length': 1680424087, 'duration_length': 440, 'tid': 157, 'pagerank': 3.171584626243094e-05})]",4
20,158,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1205, {'title_length': 4, 'ctime_length': 1680091030, 'duration_length': 26, 'tid': 161, 'pagerank': 2.8507963573106406e-05}), (6, {'title_length': 15, 'ctime_length': 1680423241, 'duration_length': 64, 'tid': 138, 'pagerank': 3.2340802346598e-05}), (1, {'title_length': 10, 'ctime_length': 1680317035, 'duration_length': 73, 'tid': 138, 'pagerank': 3.32918789653304e-05}), (25, {'title_length': 10, 'ctime_length': 1680156904, 'duration_length': 11, 'tid': 158, 'pagerank': 2.8631603533541615e-05})]",9
20,159,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (502, {'title_length': 23, 'ctime_length': 1680692811, 'duration_length': 122, 'tid': 159, 'pagerank': 3.0694335371378876e-05})]",3
20,161,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (109, {'title_length': 15, 'ctime_length': 1680160056, 'duration_length': 338, 'tid': 138, 'pagerank': 4.416687432373328e-05}), (267, {'title_length': 9, 'ctime_length': 1680274967, 'duration_length': 15, 'tid': 254, 'pagerank': 3.0185028677471215e-05}), (257, {'title_length': 9, 'ctime_length': 1680654552, 'duration_length': 55, 'tid': 254, 'pagerank': 4.348425006274601e-05}), (293, {'title_length': 4, 'ctime_length': 1681994448, 'duration_length': 17, 'tid': 161, 'pagerank': 3.8538651645337506e-05})]",6
20,162,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05})]",4
20,164,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (387, {'title_length': 29, 'ctime_length': 1679472292, 'duration_length': 838, 'tid': 164, 'pagerank': 2.9081203389669664e-05})]",2
20,168,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (158, {'title_length': 7, 'ctime_length': 1680585846, 'duration_length': 48, 'tid': 138, 'pagerank': 3.8590284167426584e-05}), (19, {'title_length': 14, 'ctime_length': 1680276696, 'duration_length': 146, 'tid': 138, 'pagerank': 3.110440274224587e-05}), (122, {'title_length': 7, 'ctime_length': 1680697949, 'duration_length': 114, 'tid': 138, 'pagerank': 3.9759199972710764e-05}), (146, {'title_length': 15, 'ctime_length': 1680681121, 'duration_length': 114, 'tid': 21, 'pagerank': 2.9043736734992328e-05}), (543, {'title_length': 22, 'ctime_length': 1680742477, 'duration_length': 72, 'tid': 183, 'pagerank': 3.123816527254127e-05}), (1492, {'title_length': 25, 'ctime_length': 1676633782, 'duration_length': 251, 'tid': 182, 'pagerank': 3.101608848479215e-05}), (1504, {'title_length': 12, 'ctime_length': 1676978433, 'duration_length': 97, 'tid': 138, 'pagerank': 2.9936692004802195e-05}), (541, {'title_length': 10, 'ctime_length': 1677505319, 'duration_length': 582, 'tid': 168, 'pagerank': 3.0486202940069805e-05})]",10
20,171,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1201, {'title_length': 15, 'ctime_length': 1680496033, 'duration_length': 74, 'tid': 171, 'pagerank': 2.9126163375282465e-05})]",6
20,172,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (158, {'title_length': 7, 'ctime_length': 1680585846, 'duration_length': 48, 'tid': 138, 'pagerank': 3.8590284167426584e-05}), (19, {'title_length': 14, 'ctime_length': 1680276696, 'duration_length': 146, 'tid': 138, 'pagerank': 3.110440274224587e-05}), (122, {'title_length': 7, 'ctime_length': 1680697949, 'duration_length': 114, 'tid': 138, 'pagerank': 3.9759199972710764e-05}), (146, {'title_length': 15, 'ctime_length': 1680681121, 'duration_length': 114, 'tid': 21, 'pagerank': 2.9043736734992328e-05}), (543, {'title_length': 22, 'ctime_length': 1680742477, 'duration_length': 72, 'tid': 183, 'pagerank': 3.123816527254127e-05}), (1492, {'title_length': 25, 'ctime_length': 1676633782, 'duration_length': 251, 'tid': 182, 'pagerank': 3.101608848479215e-05}), (1504, {'title_length': 12, 'ctime_length': 1676978433, 'duration_length': 97, 'tid': 138, 'pagerank': 2.9936692004802195e-05}), (1138, {'title_length': 26, 'ctime_length': 1678097059, 'duration_length': 638, 'tid': 182, 'pagerank': 3.117309160915432e-05}), (1109, {'title_length': 10, 'ctime_length': 1679901328, 'duration_length': 314, 'tid': 161, 'pagerank': 3.008992101559797e-05}), (1123, {'title_length': 15, 'ctime_length': 1670654740, 'duration_length': 71, 'tid': 172, 'pagerank': 2.8700292400450064e-05})]",12
20,176,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (488, {'title_length': 13, 'ctime_length': 1680753535, 'duration_length': 11, 'tid': 21, 'pagerank': 3.502173398661132e-05}), (259, {'title_length': 4, 'ctime_length': 1680669402, 'duration_length': 21, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (363, {'title_length': 17, 'ctime_length': 1680623072, 'duration_length': 43, 'tid': 138, 'pagerank': 3.030957442516236e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (459, {'title_length': 24, 'ctime_length': 1680869589, 'duration_length': 527, 'tid': 250, 'pagerank': 3.728640076400651e-05}), (450, {'title_length': 23, 'ctime_length': 1680168762, 'duration_length': 282, 'tid': 250, 'pagerank': 3.543180135747832e-05}), (482, {'title_length': 18, 'ctime_length': 1678333347, 'duration_length': 15, 'tid': 176, 'pagerank': 2.8631603533541615e-05})]",9
20,182,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (485, {'title_length': 9, 'ctime_length': 1680517723, 'duration_length': 110, 'tid': 250, 'pagerank': 3.7102025384410135e-05}), (0, {'title_length': 11, 'ctime_length': 1679203804, 'duration_length': 195, 'tid': 47, 'pagerank': 3.586317677122087e-05}), (83, {'title_length': 14, 'ctime_length': 1680169823, 'duration_length': 149, 'tid': 138, 'pagerank': 3.192866914514729e-05}), (116, {'title_length': 30, 'ctime_length': 1679988322, 'duration_length': 168, 'tid': 182, 'pagerank': 2.8631603533541615e-05})]",6
20,183,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (394, {'title_length': 14, 'ctime_length': 1680604879, 'duration_length': 168, 'tid': 21, 'pagerank': 3.608953364491543e-05}), (500, {'title_length': 20, 'ctime_length': 1680397911, 'duration_length': 127, 'tid': 183, 'pagerank': 2.924980333571768e-05})]",3
20,198,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (9, {'title_length': 2, 'ctime_length': 1680425970, 'duration_length': 26, 'tid': 138, 'pagerank': 3.0486202940069805e-05}), (1793, {'title_length': 2, 'ctime_length': 1676016382, 'duration_length': 28, 'tid': 198, 'pagerank': 2.8631603533541615e-05})]",5
20,199,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1153, {'title_length': 15, 'ctime_length': 1679719996, 'duration_length': 50, 'tid': 162, 'pagerank': 5.854129284305864e-05}), (1244, {'title_length': 18, 'ctime_length': 1679028166, 'duration_length': 67, 'tid': 162, 'pagerank': 3.982788883961921e-05}), (1269, {'title_length': 20, 'ctime_length': 1679294198, 'duration_length': 101, 'tid': 199, 'pagerank': 2.8631603533541615e-05})]",7
20,201,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (385, {'title_length': 62, 'ctime_length': 1679481528, 'duration_length': 123, 'tid': 124, 'pagerank': 2.9081203389669664e-05}), (276, {'title_length': 78, 'ctime_length': 1680666125, 'duration_length': 156, 'tid': 124, 'pagerank': 3.492218194422514e-05}), (437, {'title_length': 41, 'ctime_length': 1679107162, 'duration_length': 884, 'tid': 201, 'pagerank': 3.50763169819521e-05})]",4
20,203,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (388, {'title_length': 21, 'ctime_length': 1679831935, 'duration_length': 96, 'tid': 21, 'pagerank': 3.0317602994021788e-05}), (446, {'title_length': 35, 'ctime_length': 1679736986, 'duration_length': 197, 'tid': 138, 'pagerank': 3.156186242892188e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (968, {'title_length': 12, 'ctime_length': 1677517640, 'duration_length': 12, 'tid': 138, 'pagerank': 3.089833614152052e-05}), (55, {'title_length': 8, 'ctime_length': 1678194013, 'duration_length': 23, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (586, {'title_length': 7, 'ctime_length': 1678419018, 'duration_length': 29, 'tid': 201, 'pagerank': 3.110440274224587e-05}), (577, {'title_length': 26, 'ctime_length': 1679127702, 'duration_length': 40, 'tid': 251, 'pagerank': 3.792045184316145e-05}), (558, {'title_length': 8, 'ctime_length': 1678861008, 'duration_length': 57, 'tid': 251, 'pagerank': 3.915685144751357e-05}), (594, {'title_length': 13, 'ctime_length': 1666066228, 'duration_length': 39, 'tid': 203, 'pagerank': 2.8631603533541615e-05})]",10
20,205,"[(515, {'title_length': 14, 'ctime_length': 1680117778, 'duration_length': 85, 'tid': 20, 'pagerank': 2.974436317745853e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (401, {'title_length': 32, 'ctime_length': 1677640615, 'duration_length': 22, 'tid': 250, 'pagerank': 3.093580279619785e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1184, {'title_length': 18, 'ctime_length': 1679821784, 'duration_length': 14, 'tid': 162, 'pagerank': 4.150601069578262e-05}), (1154, {'title_length': 27, 'ctime_length': 1679985454, 'duration_length': 50, 'tid': 162, 'pagerank': 3.1722602544421935e-05}), (460, {'title_length': 29, 'ctime_length': 1680170919, 'duration_length': 135, 'tid': 205, 'pagerank': 2.924980333571768e-05})]",8
